"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"73","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.81"
"74","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,124,512"
"74","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,981,600"
"74","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.67"
"75","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,146,656"
"75","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,996,064"
"75","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.79"
"76","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,122,496"
"76","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,992,192"
"76","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.56"
"77","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,148,832"
"77","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","16,007,360"
"77","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.87"
"78","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,114,560"
"78","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,971,712"
"78","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.81"
"79","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,135,904"
"79","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","16,000,416"
"79","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.75"
"80","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,131,264"
"80","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,992,960"
"80","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.66"
"81","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,153,952"
"81","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,984,416"
"81","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.37"
"82","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,100,960"
"82","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,984,352"
"82","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.81"
"83","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,108,032"
"83","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,975,328"
"83","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.62"
"84","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,153,728"
"84","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,992,960"
"84","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.63"
"85","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,141,024"
"85","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,996,640"
"85","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.80"
"86","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,167,296"
"86","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","16,011,936"
"86","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.48"
"87","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,124,544"
"87","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,997,152"
"87","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.53"
"88","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,123,552"
"88","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,988,960"
"88","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.84"
"89","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,154,336"
"89","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","16,002,144"
"89","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.87"
"90","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,113,728"
"90","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,987,488"
"90","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.69"
"91","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,133,280"
"91","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","16,006,080"
"91","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.65"
"92","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,137,984"
"92","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,976,032"
"92","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.75"
"93","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,106,464"
"93","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,979,680"
"93","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.72"
"94","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,115,616"
"94","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,979,168"
"94","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.64"
"95","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,155,616"
"95","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,991,872"
"95","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.57"
"96","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,130,816"
"96","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,998,048"
"96","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.72"
"97","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,114,816"
"97","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,992,064"
"97","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","45.01"
"98","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,112,320"
"98","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","16,003,680"
"98","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.72"
"99","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,106,080"
"99","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,980,064"
"99","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.39"
"100","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,126,048"
"100","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","16,006,944"
"100","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.63"
"101","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","5,103,872"
"101","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,985,856"
"101","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(64, 1, 1)","(57600, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","44.96"
"102","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,326,464"
"102","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,642,592"
"102","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.87"
"103","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,312,128"
"103","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,636,960"
"103","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.10"
"104","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,308,000"
"104","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,639,872"
"104","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.81"
"105","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,316,672"
"105","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,664,352"
"105","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.13"
"106","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,316,384"
"106","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,642,048"
"106","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.16"
"107","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,322,624"
"107","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,654,432"
"107","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.93"
"108","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,320,192"
"108","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,642,816"
"108","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.11"
"109","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,317,056"
"109","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,630,816"
"109","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.81"
"110","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,317,536"
"110","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,637,312"
"110","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.96"
"111","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,319,552"
"111","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,644,672"
